List of lists of tuples;Tasks#;Workers#;Jobs#;Sch.FCFS;FCFS.ImpTime;Sch.MRR;MMR.ImpTime;Sch.JSP;JSP.time
[[(0,1),(2,4),(0,3),(2,1)],[(1,2),(3,2),(1,3)],[(2,3),(0,2),(2,1),(0,2)],[(1,4),(3,1),(1,4),(3,4)],[(2,1),(0,2),(2,4)],[(3,2),(1,2),(3,2),(1,3)]];22;4;6;53;9209;19;8291;18;3155208
[[(1,4),(0,2),(1,3)],[(3,1),(2,2),(3,1)],[(0,2),(1,1),(0,1),(1,4)],[(2,2),(3,1),(2,3),(3,2)],[(1,1),(0,3),(1,2),(0,4)],[(3,2),(2,2),(3,2),(2,4)]];22;4;6;49;7417;15;15750;15;3238792
[[(0,2),(1,4),(0,1),(1,2)],[(3,4),(2,3),(3,3),(2,3)],[(2,1),(3,3),(2,4)],[(1,1),(0,1),(1,2),(0,2)],[(1,1),(0,4),(1,4)],[(2,2),(3,1),(2,2),(3,3)]];22;4;6;53;7625;16;8250;16;3190000
[[(0,4),(2,4),(0,1),(2,3)],[(0,1),(2,2),(0,3)],[(1,2),(3,1),(1,1),(3,1)],[(3,1),(1,4),(3,3)],[(3,3),(1,3),(3,3),(1,3)],[(2,2),(0,1),(2,1),(0,2)]];22;4;6;49;4458;15;15542;14;3312375
[[(0,2),(1,3),(0,3),(1,3)],[(3,4),(2,2),(3,3),(2,4)],[(1,4),(0,3),(1,4)],[(2,4),(3,4),(2,1),(3,3)],[(1,3),(0,3),(1,2),(0,3)],[(2,1),(3,3),(2,1)]];22;4;6;63;10209;19;10292;19;3053125
[[(0,3),(2,3),(0,3),(2,4)],[(1,3),(3,3),(1,3),(3,2)],[(2,3),(0,4),(2,2)],[(2,1),(0,1),(2,3),(0,2)],[(3,3),(1,3),(3,4),(1,3)],[(1,2),(3,1),(1,3)]];22;4;6;59;3375;17;10541;17;2949167
[[(2,2),(1,4),(2,4),(1,2)],[(2,3),(1,4),(2,3)],[(1,2),(2,1),(1,1),(2,4)],[(3,1),(0,2),(3,4),(0,3)],[(3,3),(0,3),(3,2)],[(0,2),(3,1),(0,3),(3,2)]];22;4;6;56;8250;17;9666;17;2952542
[[(3,3),(0,2),(3,2)],[(3,4),(0,2),(3,2),(0,4)],[(0,1),(3,4),(0,3),(3,2)],[(1,1),(2,4),(1,1)],[(1,4),(2,2),(1,2),(2,3)],[(2,1),(1,4),(2,2),(1,3)]];22;4;6;56;3500;19;10458;17;3188375
[[(3,3),(2,2),(3,4),(2,1)],[(0,3),(1,4),(0,1),(1,3)],[(2,2),(3,1),(2,3)],[(0,1),(1,3),(0,3)],[(1,3),(0,4),(1,4),(0,4)],[(2,4),(3,2),(2,3),(3,4)]];22;4;6;62;9750;18;9833;18;3034291
[[(2,4),(0,2),(2,1),(0,4)],[(1,2),(3,1),(1,1)],[(1,2),(3,2),(1,2),(3,3)],[(2,3),(0,4),(2,4)],[(3,2),(1,2),(3,4),(1,2)],[(0,1),(2,1),(0,1),(2,1)]];22;4;6;49;3750;16;14375;15;3231125
[[(0,1),(3,3),(0,3),(3,4)],[(1,4),(2,2),(1,4),(2,4)],[(2,4),(1,1),(2,3),(1,1)],[(1,3),(2,4),(1,1)],[(3,2),(0,4),(3,3),(0,4)],[(0,3),(3,3),(0,4)]];22;4;6;65;10417;19;10042;19;3063250
[[(2,3),(3,2),(2,1),(3,2)],[(1,1),(0,4),(1,2)],[(1,2),(0,1),(1,1),(0,4)],[(3,3),(2,1),(3,3)],[(0,2),(1,1),(0,4),(1,2)],[(3,2),(2,4),(3,2),(2,1)]];22;4;6;48;3250;15;12084;15;2870375
[[(2,2),(0,3),(2,3),(0,1)],[(0,4),(2,4),(0,4),(2,4)],[(3,1),(1,4),(3,3),(1,2)],[(1,3),(3,1),(1,3)],[(0,4),(2,3),(0,4)],[(1,4),(3,2),(1,3),(3,3)]];22;4;6;65;4500;20;17000;20;3325375
[[(2,2),(1,2),(2,3),(1,4)],[(0,4),(3,2),(0,4),(3,1)],[(0,2),(3,4),(0,3)],[(3,3),(0,3),(3,1),(0,4)],[(2,2),(1,3),(2,2)],[(1,2),(2,1),(1,2),(2,2)]];22;4;6;56;3667;20;13208;20;3105917
[[(2,2),(1,3),(2,4)],[(3,4),(0,2),(3,1)],[(0,2),(3,4),(0,3),(3,4)],[(2,3),(1,3),(2,4),(1,4)],[(3,2),(0,4),(3,1),(0,2)],[(1,3),(2,1),(1,3),(2,3)]];22;4;6;62;7500;18;8916;17;3144125
[[(2,1),(3,3),(2,4)],[(0,4),(1,1),(0,1),(1,1)],[(2,1),(3,1),(2,1),(3,3)],[(1,2),(0,2),(1,1),(0,2)],[(1,2),(0,2),(1,3)],[(3,1),(2,2),(3,3),(2,4)]];22;4;6;45;3625;13;22667;13;3379083
[[(2,2),(0,2),(2,4)],[(3,1),(1,3),(3,2),(1,1)],[(1,3),(3,4),(1,1)],[(0,2),(2,4),(0,1),(2,2)],[(2,4),(0,1),(2,2),(0,1)],[(1,3),(3,3),(1,3),(3,4)]];22;4;6;53;9208;18;14042;18;3550125
[[(2,4),(1,1),(2,1),(1,1)],[(0,4),(3,4),(0,3),(3,4)],[(0,3),(3,1),(0,4)],[(1,3),(2,2),(1,1)],[(1,2),(2,1),(1,1),(2,4)],[(3,4),(0,3),(3,4),(0,4)]];22;4;6;59;3917;21;13875;21;3358042
[[(1,1),(0,1),(1,4),(0,3)],[(3,1),(2,2),(3,2),(2,2)],[(3,3),(2,4),(3,4)],[(0,4),(1,3),(0,1)],[(0,1),(1,2),(0,1),(1,3)],[(2,3),(3,1),(2,2),(3,2)]];22;4;6;50;4500;16;10500;15;3159250
[[(1,3),(3,1),(1,3),(3,1)],[(0,1),(2,3),(0,2),(2,1)],[(3,4),(1,2),(3,3),(1,1)],[(2,4),(0,1),(2,2)],[(3,1),(1,2),(3,1)],[(2,1),(0,2),(2,3),(0,2)]];22;4;6;44;3458;15;16042;14;3158584
[[(0,4),(3,3),(0,1),(3,4)],[(0,1),(3,4),(0,2)],[(1,2),(2,2),(1,3)],[(3,4),(0,2),(3,2),(0,2)],[(2,1),(1,4),(2,4),(1,4)],[(1,2),(2,3),(1,4),(2,1)]];22;4;6;59;4500;19;14416;19;3085000
[[(0,2),(2,4),(0,4),(2,3)],[(2,4),(0,1),(2,4),(0,3)],[(3,4),(1,4),(3,4)],[(1,4),(3,1),(1,4),(3,3)],[(3,3),(1,1),(3,1),(1,4)],[(0,1),(2,1),(0,2)]];22;4;6;62;3792;17;20250;17;3533959
[[(1,2),(3,4),(1,1)],[(0,4),(2,1),(0,1),(2,3)],[(1,3),(3,2),(1,4),(3,3)],[(3,2),(1,2),(3,4),(1,1)],[(2,2),(0,2),(2,4),(0,3)],[(2,4),(0,3),(2,2)]];22;4;6;57;4417;16;13834;16;3412750
[[(2,1),(1,3),(2,3)],[(3,1),(0,2),(3,4)],[(0,3),(3,4),(0,1),(3,4)],[(1,1),(2,3),(1,2),(2,2)],[(2,1),(1,4),(2,2),(1,3)],[(3,1),(0,1),(3,1),(0,4)]];22;4;6;51;3958;16;17125;16;3241667
[[(3,2),(0,4),(3,2),(0,3)],[(2,1),(1,3),(2,3),(1,1)],[(0,1),(3,3),(0,1)],[(0,1),(3,2),(0,1),(3,1)],[(2,1),(1,4),(2,3)],[(1,3),(2,2),(1,2),(2,1)]];22;4;6;45;3208;14;12209;14;3248584
[[(3,2),(2,1),(3,3),(2,2)],[(1,2),(0,3),(1,3),(0,1)],[(2,1),(3,3),(2,2)],[(0,2),(1,2),(0,2)],[(2,1),(3,2),(2,4),(3,4)],[(0,4),(1,1),(0,3),(1,1)]];22;4;6;49;3542;15;11917;15;3028500
[[(2,2),(3,4),(2,2)],[(3,3),(2,4),(3,1),(2,1)],[(0,3),(1,4),(0,2),(1,2)],[(1,2),(0,3),(1,1),(0,3)],[(1,3),(0,4),(1,4)],[(2,2),(3,2),(2,2),(3,2)]];22;4;6;56;4583;16;11375;16;3173250
[[(2,4),(0,2),(2,2),(0,1)],[(3,2),(1,3),(3,2)],[(1,2),(3,2),(1,1),(3,2)],[(2,2),(0,1),(2,1)],[(3,2),(1,1),(3,3),(1,4)],[(0,1),(2,4),(0,2),(2,1)]];22;4;6;45;3875;15;13000;14;3209917
[[(0,4),(2,4),(0,4),(2,1)],[(2,2),(0,4),(2,4)],[(2,3),(0,4),(2,3),(0,1)],[(3,2),(1,4),(3,4),(1,3)],[(1,1),(3,3),(1,1),(3,3)],[(3,3),(1,1),(3,3)]];22;4;6;62;3917;18;10209;18;3250417
[[(2,1),(0,1),(2,3)],[(1,4),(3,4),(1,2),(3,1)],[(2,1),(0,3),(2,1),(0,3)],[(1,2),(3,3),(1,3)],[(0,3),(2,1),(0,3),(2,2)],[(3,4),(1,4),(3,4),(1,2)]];22;4;6;55;4166;17;15084;17;3159125
[[(3,4),(2,1),(3,2),(2,1)],[(1,2),(0,3),(1,3),(0,3)],[(3,1),(2,1),(3,2)],[(2,2),(3,1),(2,1),(3,3)],[(1,3),(0,1),(1,1)],[(0,3),(1,1),(0,4),(1,3)]];22;4;6;46;11083;14;11375;14;3177458
[[(0,3),(2,1),(0,1),(2,1)],[(2,1),(0,2),(2,1),(0,2)],[(3,1),(1,2),(3,2)],[(1,2),(3,4),(1,1),(3,1)],[(3,1),(1,1),(3,4),(1,2)],[(2,3),(0,1),(2,1)]];22;4;6;38;4042;14;13666;13;3112500
[[(1,4),(2,3),(1,4)],[(2,2),(1,1),(2,2),(1,1)],[(3,3),(0,4),(3,1)],[(3,4),(0,2),(3,3),(0,3)],[(0,3),(3,4),(0,4),(3,4)],[(1,4),(2,2),(1,3),(2,1)]];22;4;6;62;5292;19;12875;19;3354750
[[(3,2),(2,3),(3,4),(2,4)],[(0,1),(1,4),(0,1),(1,1)],[(2,1),(3,2),(2,4)],[(2,3),(3,2),(2,1),(3,2)],[(1,2),(0,2),(1,1),(0,2)],[(1,4),(0,4),(1,2)]];22;4;6;52;3334;16;15042;16;3572125
[[(3,4),(0,2),(3,2),(0,1)],[(2,2),(1,3),(2,4),(1,2)],[(0,4),(3,2),(0,1),(3,3)],[(3,4),(0,1),(3,3)],[(1,4),(2,3),(1,3),(2,3)],[(1,3),(2,3),(1,4)]];22;4;6;61;3459;19;8042;19;3502084
[[(2,2),(3,3),(2,2),(3,3)],[(1,3),(0,1),(1,2),(0,4)],[(0,3),(1,1),(0,2),(1,3)],[(2,4),(3,1),(2,4)],[(0,3),(1,1),(0,2)],[(3,3),(2,1),(3,4),(2,1)]];22;4;6;53;3417;15;11125;15;3226542
[[(2,2),(0,4),(2,2),(0,4)],[(3,4),(1,4),(3,1),(1,4)],[(3,2),(1,4),(3,2)],[(0,2),(2,1),(0,1),(2,4)],[(0,3),(2,4),(0,4)],[(1,3),(3,4),(1,3),(3,4)]];22;4;6;66;5041;19;11625;18;3525500
[[(1,3),(3,1),(1,2)],[(2,4),(0,4),(2,1)],[(2,3),(0,4),(2,2),(0,1)],[(1,4),(3,1),(1,1),(3,2)],[(3,1),(1,4),(3,4),(1,3)],[(0,4),(2,2),(0,1),(2,1)]];22;4;6;53;5042;18;14208;17;5201625
[[(1,3),(2,3),(1,2),(2,2)],[(2,1),(1,1),(2,4),(1,1)],[(3,1),(0,3),(3,4),(0,4)],[(0,4),(3,3),(0,4)],[(2,4),(1,2),(2,2)],[(0,4),(3,4),(0,4),(3,1)]];22;4;6;61;4875;23;16625;23;3909125
[[(2,1),(1,1),(2,4)],[(2,4),(1,1),(2,2),(1,3)],[(1,4),(2,1),(1,2),(2,1)],[(3,2),(0,3),(3,3),(0,4)],[(3,1),(0,2),(3,3)],[(0,3),(3,4),(0,4),(3,2)]];22;4;6;55;4792;16;11167;16;3533292
[[(2,3),(0,1),(2,3),(0,3)],[(0,2),(2,1),(0,3),(2,1)],[(1,1),(3,4),(1,4)],[(0,3),(2,3),(0,3)],[(1,3),(3,3),(1,4),(3,4)],[(3,1),(1,1),(3,2),(1,1)]];22;4;6;54;5000;17;13292;16;3939250
[[(2,2),(1,1),(2,4),(1,4)],[(2,3),(1,4),(2,1)],[(0,2),(3,4),(0,1),(3,4)],[(0,2),(3,4),(0,2)],[(1,3),(2,1),(1,4),(2,3)],[(3,4),(0,1),(3,4),(0,4)]];22;4;6;62;5458;20;20208;20;3581000
[[(3,1),(1,4),(3,3),(1,3)],[(2,3),(0,4),(2,2),(0,1)],[(1,2),(3,4),(1,2),(3,4)],[(1,2),(3,4),(1,3)],[(2,3),(0,4),(2,4)],[(0,2),(2,2),(0,3),(2,3)]];22;4;6;63;6041;18;19500;17;3747667
[[(3,4),(1,4),(3,2),(1,3)],[(0,2),(2,2),(0,3)],[(1,3),(3,2),(1,3),(3,3)],[(0,1),(2,4),(0,3),(2,3)],[(2,2),(0,3),(2,1),(0,2)],[(3,2),(1,2),(3,2)]];22;4;6;56;5792;16;29959;16;3492125
[[(3,3),(2,3),(3,4),(2,3)],[(2,2),(3,1),(2,1)],[(2,2),(3,1),(2,4),(3,2)],[(1,1),(0,2),(1,3)],[(1,1),(0,1),(1,2),(0,3)],[(0,2),(1,4),(0,1),(1,1)]];22;4;6;47;4458;15;10416;15;3266208
[[(1,1),(3,2),(1,2)],[(3,3),(1,3),(3,2),(1,1)],[(1,3),(3,2),(1,3),(3,4)],[(0,1),(2,3),(0,4),(2,4)],[(0,2),(2,2),(0,1)],[(2,1),(0,1),(2,2),(0,3)]];22;4;6;50;5041;16;13125;14;3518334
[[(3,2),(1,3),(3,1),(1,3)],[(2,3),(0,1),(2,2),(0,1)],[(0,2),(2,3),(0,1),(2,1)],[(2,2),(0,1),(2,2)],[(1,3),(3,2),(1,1)],[(1,1),(3,1),(1,1),(3,1)]];22;4;6;38;11709;13;38250;13;5690583
[[(0,4),(3,3),(0,3),(3,2)],[(1,4),(2,2),(1,3),(2,3)],[(3,3),(0,4),(3,3)],[(2,1),(1,2),(2,3),(1,3)],[(2,1),(1,4),(2,4)],[(3,3),(0,3),(3,3),(0,2)]];22;4;6;63;5208;17;13250;17;4383917
[[(2,1),(3,1),(2,3)],[(0,1),(1,3),(0,1),(1,2)],[(1,4),(0,1),(1,3)],[(1,3),(0,3),(1,3),(0,4)],[(3,3),(2,2),(3,4),(2,3)],[(2,1),(3,4),(2,1),(3,3)]];22;4;6;54;4875;20;12625;18;3471500
[[(1,2),(3,2),(1,1),(3,1)],[(3,3),(1,4),(3,2),(1,1)],[(0,3),(2,2),(0,2),(2,3)],[(1,2),(3,1),(1,4)],[(0,2),(2,1),(0,2)],[(2,3),(0,1),(2,2),(0,1)]];22;4;6;45;5959;14;13250;14;3724375
[[(3,2),(0,1),(3,1),(0,3)],[(3,2),(0,2),(3,2)],[(1,3),(2,1),(1,4),(2,1)],[(2,1),(1,1),(2,1),(1,4)],[(1,1),(2,3),(1,2)],[(0,4),(3,4),(0,2),(3,2)]];22;4;6;47;4792;15;10250;15;3112041
[[(2,2),(3,1),(2,4),(3,2)],[(1,4),(0,2),(1,4),(0,2)],[(3,1),(2,3),(3,4),(2,3)],[(1,2),(0,2),(1,4)],[(0,3),(1,1),(0,3),(1,2)],[(2,2),(3,1),(2,1)]];22;4;6;53;3875;17;11500;17;3162000
[[(3,2),(0,3),(3,3)],[(2,1),(1,4),(2,1),(1,1)],[(1,4),(2,1),(1,3),(2,4)],[(0,2),(3,2),(0,3),(3,4)],[(2,3),(1,1),(2,2)],[(3,2),(0,2),(3,4),(0,3)]];22;4;6;55;5542;17;18542;17;3579041
[[(2,4),(3,4),(2,2),(3,1)],[(0,3),(1,1),(0,4),(1,1)],[(0,4),(1,2),(0,2)],[(3,1),(2,4),(3,3),(2,2)],[(1,2),(0,1),(1,3),(0,4)],[(2,3),(3,1),(2,2)]];22;4;6;54;4542;18;11500;18;3500792
[[(2,2),(3,1),(2,1),(3,2)],[(3,1),(2,1),(3,1)],[(1,2),(0,1),(1,4),(0,4)],[(0,1),(1,3),(0,1),(1,1)],[(3,3),(2,3),(3,3),(2,1)],[(1,2),(0,1),(1,1)]];22;4;6;40;5917;15;12667;14;3567625
[[(1,4),(3,1),(1,1),(3,4)],[(3,3),(1,3),(3,3)],[(3,3),(1,4),(3,2),(1,3)],[(2,1),(0,1),(2,4),(0,1)],[(0,3),(2,2),(0,4),(2,2)],[(2,3),(0,4),(2,4)]];22;4;6;60;5125;17;14459;17;3335375
[[(2,4),(1,3),(2,4),(1,3)],[(1,4),(2,4),(1,1)],[(3,3),(0,4),(3,1),(0,1)],[(1,2),(2,2),(1,4),(2,1)],[(0,4),(3,2),(0,3),(3,2)],[(3,4),(0,1),(3,3)]];22;4;6;60;5416;17;12292;17;3442167
[[(3,2),(0,4),(3,3),(0,4)],[(1,1),(2,4),(1,1),(2,1)],[(2,2),(1,1),(2,2)],[(2,2),(1,3),(2,3),(1,4)],[(3,3),(0,2),(3,1)],[(0,1),(3,3),(0,3),(3,3)]];22;4;6;53;5125;17;13125;15;3596000
[[(0,1),(3,1),(0,3),(3,3)],[(2,1),(1,2),(2,1),(1,2)],[(1,3),(2,1),(1,2),(2,2)],[(3,4),(0,1),(3,1),(0,3)],[(2,4),(1,3),(2,4)],[(3,3),(0,2),(3,4)]];22;4;6;51;5333;16;11375;16;3374166
[[(1,2),(0,4),(1,4)],[(2,2),(3,3),(2,4)],[(2,3),(3,1),(2,2),(3,3)],[(1,1),(0,4),(1,4),(0,4)],[(0,2),(1,4),(0,1),(1,2)],[(3,4),(2,3),(3,4),(2,1)]];22;4;6;62;5833;19;12583;17;3227666
[[(1,1),(3,2),(1,4),(3,3)],[(0,1),(2,3),(0,3),(2,3)],[(2,1),(0,2),(2,4)],[(2,4),(0,3),(2,3),(0,2)],[(3,2),(1,3),(3,1),(1,2)],[(1,2),(3,2),(1,4)]];22;4;6;55;5083;18;12167;18;3844167
[[(2,4),(0,1),(2,3)],[(0,1),(2,4),(0,4),(2,1)],[(3,2),(1,3),(3,4),(1,4)],[(1,3),(3,4),(1,3)],[(2,1),(0,1),(2,4),(0,4)],[(1,3),(3,1),(1,1),(3,2)]];22;4;6;58;4375;20;12875;17;3365000
[[(2,1),(0,4),(2,2)],[(3,1),(1,1),(3,1)],[(0,1),(2,3),(0,3),(2,1)],[(1,1),(3,4),(1,1),(3,1)],[(2,1),(0,4),(2,1),(0,4)],[(3,3),(1,4),(3,1),(1,1)]];22;4;6;44;5625;16;15542;16;3404041
[[(0,2),(3,2),(0,2)],[(0,1),(3,1),(0,4),(3,3)],[(2,3),(1,3),(2,1)],[(3,2),(0,3),(3,3),(0,1)],[(2,3),(1,1),(2,3),(1,1)],[(1,1),(2,2),(1,2),(2,1)]];22;4;6;45;5625;15;12291;13;3636750
[[(3,4),(0,1),(3,4)],[(2,2),(1,1),(2,4)],[(0,3),(3,4),(0,2),(3,4)],[(3,2),(0,4),(3,1),(0,1)],[(2,2),(1,3),(2,4),(1,4)],[(1,3),(2,3),(1,4),(2,4)]];22;4;6;64;5458;19;12625;19;3266125
[[(1,2),(0,3),(1,1)],[(0,3),(1,1),(0,3),(1,4)],[(1,2),(0,1),(1,4),(0,1)],[(2,3),(3,1),(2,2),(3,4)],[(3,1),(2,4),(3,3),(2,2)],[(3,4),(2,1),(3,1)]];22;4;6;51;4041;15;10750;15;3177083
[[(3,2),(2,3),(3,1)],[(1,4),(0,4),(1,3),(0,1)],[(3,2),(2,2),(3,3),(2,3)],[(0,2),(1,1),(0,3)],[(0,3),(1,2),(0,3),(1,2)],[(2,3),(3,1),(2,2),(3,3)]];22;4;6;53;5250;17;12042;16;3609208
[[(1,2),(0,1),(1,1),(0,1)],[(3,4),(2,1),(3,1),(2,4)],[(3,1),(2,2),(3,1)],[(1,2),(0,1),(1,3)],[(0,4),(1,1),(0,1),(1,1)],[(2,4),(3,1),(2,3),(3,2)]];22;4;6;42;3708;14;13709;14;3082208
[[(0,3),(3,1),(0,3)],[(2,4),(1,3),(2,1),(1,3)],[(3,4),(0,2),(3,3),(0,1)],[(0,1),(3,1),(0,1),(3,1)],[(1,3),(2,2),(1,3),(2,4)],[(2,2),(1,3),(2,3)]];22;4;6;52;5125;17;12583;16;3459709
[[(2,1),(1,2),(2,1),(1,2)],[(1,2),(2,3),(1,3),(2,1)],[(1,2),(2,1),(1,2)],[(3,2),(0,4),(3,3)],[(3,2),(0,3),(3,2),(0,3)],[(0,1),(3,2),(0,3),(3,4)]];22;4;6;49;4541;16;11417;15;3486333
[[(0,3),(3,2),(0,1),(3,4)],[(3,2),(0,3),(3,3)],[(2,3),(1,2),(2,3)],[(1,3),(2,3),(1,2),(2,3)],[(2,3),(1,1),(2,4),(1,2)],[(3,4),(0,2),(3,4),(0,2)]];22;4;6;59;4750;19;11750;19;3604792
[[(2,2),(1,2),(2,1),(1,2)],[(0,1),(3,3),(0,4)],[(3,1),(0,3),(3,2),(0,1)],[(1,2),(2,2),(1,3)],[(0,1),(3,3),(0,2),(3,3)],[(1,2),(2,3),(1,4),(2,2)]];22;4;6;49;5625;15;14084;15;3756292
[[(1,4),(2,3),(1,4),(2,3)],[(3,3),(0,1),(3,3)],[(0,4),(3,1),(0,2),(3,4)],[(2,3),(1,4),(2,1)],[(2,1),(1,4),(2,4),(1,3)],[(3,2),(0,1),(3,2),(0,3)]];22;4;6;60;5208;19;12541;19;3691708
[[(1,2),(2,2),(1,4),(2,4)],[(0,3),(3,1),(0,1),(3,4)],[(1,3),(2,3),(1,3)],[(3,1),(0,4),(3,2),(0,1)],[(2,1),(1,4),(2,2),(1,2)],[(3,2),(0,2),(3,4)]];22;4;6;55;5167;18;15542;18;3614583
[[(1,2),(0,1),(1,1)],[(2,3),(3,2),(2,3),(3,2)],[(0,2),(1,2),(0,3),(1,4)],[(1,1),(0,3),(1,3),(0,3)],[(3,2),(2,4),(3,1)],[(3,3),(2,2),(3,1),(2,3)]];22;4;6;51;5458;15;12125;15;3956458
[[(3,3),(2,2),(3,4),(2,3)],[(2,1),(3,1),(2,1)],[(2,3),(3,3),(2,3),(3,4)],[(1,1),(0,2),(1,1)],[(1,3),(0,3),(1,1),(0,3)],[(0,3),(1,4),(0,4),(1,3)]];22;4;6;56;5041;15;17625;15;3368750
[[(3,3),(1,1),(3,2),(1,4)],[(2,2),(0,4),(2,2),(0,4)],[(1,4),(3,3),(1,4),(3,4)],[(0,2),(2,3),(0,1),(2,4)],[(0,4),(2,3),(0,2)],[(3,4),(1,4),(3,2)]];22;4;6;66;5125;19;13209;18;3758750
[[(3,3),(2,1),(3,4),(2,4)],[(0,1),(1,2),(0,3)],[(0,1),(1,4),(0,4),(1,1)],[(3,4),(2,1),(3,3)],[(2,4),(3,4),(2,1),(3,3)],[(1,4),(0,3),(1,2),(0,1)]];22;4;6;58;4541;21;11708;21;3846833
[[(3,3),(2,1),(3,2),(2,3)],[(3,3),(2,1),(3,2)],[(2,1),(3,2),(2,4),(3,4)],[(0,2),(1,1),(0,3)],[(0,2),(1,4),(0,4),(1,4)],[(1,1),(0,2),(1,3),(0,3)]];22;4;6;55;4625;17;10542;16;3432208
[[(1,4),(0,4),(1,3),(0,1)],[(1,3),(0,2),(1,1)],[(0,3),(1,1),(0,4),(1,2)],[(3,4),(2,2),(3,4),(2,3)],[(2,2),(3,4),(2,4),(3,4)],[(2,3),(3,1),(2,3)]];22;4;6;62;5459;18;13000;18;3292917
[[(1,2),(0,3),(1,4)],[(2,3),(3,1),(2,3),(3,1)],[(3,4),(2,2),(3,4),(2,3)],[(1,2),(0,1),(1,1),(0,4)],[(0,4),(1,3),(0,4),(1,4)],[(3,2),(2,4),(3,1)]];22;4;6;60;4500;16;10208;16;3232875
[[(3,1),(1,4),(3,1),(1,2)],[(1,1),(3,4),(1,2)],[(2,2),(0,2),(2,3),(0,2)],[(0,4),(2,1),(0,2),(2,2)],[(1,2),(3,2),(1,2),(3,3)],[(0,1),(2,3),(0,1)]];22;4;6;47;5083;14;19166;13;3623416
[[(0,2),(2,2),(0,4),(2,2)],[(2,4),(0,1),(2,3),(0,1)],[(0,2),(2,3),(0,2)],[(1,2),(3,2),(1,4),(3,4)],[(3,2),(1,2),(3,1),(1,4)],[(1,2),(3,1),(1,3)]];22;4;6;53;4041;17;9584;17;3241833
[[(1,1),(2,4),(1,1)],[(3,3),(0,3),(3,2)],[(2,1),(1,2),(2,2),(1,1)],[(1,4),(2,4),(1,2),(2,2)],[(0,3),(3,1),(0,2),(3,3)],[(3,4),(0,4),(3,2),(0,4)]];22;4;6;55;4417;17;29334;17;3273166
[[(2,4),(1,4),(2,3),(1,4)],[(2,3),(1,2),(2,2)],[(3,2),(0,2),(3,1)],[(1,1),(2,2),(1,3),(2,1)],[(3,3),(0,3),(3,1),(0,4)],[(0,1),(3,4),(0,3),(3,3)]];22;4;6;56;3792;17;8917;17;3390000
[[(2,2),(3,2),(2,2)],[(1,1),(0,2),(1,3),(0,4)],[(3,3),(2,2),(3,2),(2,3)],[(0,2),(1,4),(0,1),(1,2)],[(2,1),(3,2),(2,1),(3,1)],[(1,3),(0,3),(1,3)]];22;4;6;49;4125;16;9500;16;3078959
[[(0,3),(1,4),(0,4)],[(3,2),(2,1),(3,3)],[(0,1),(1,2),(0,1),(1,4)],[(1,2),(0,4),(1,3),(0,2)],[(2,2),(3,3),(2,3),(3,4)],[(3,4),(2,4),(3,4),(2,4)]];22;4;6;64;5250;20;13167;20;7867625
[[(1,3),(3,3),(1,1),(3,4)],[(0,1),(2,1),(0,2),(2,4)],[(2,3),(0,4),(2,1),(0,2)],[(1,1),(3,2),(1,2)],[(2,2),(0,4),(2,2)],[(3,2),(1,4),(3,3),(1,4)]];22;4;6;55;4875;17;11959;15;3473667
[[(3,3),(2,4),(3,4),(2,2)],[(1,2),(0,2),(1,2),(0,1)],[(0,2),(1,1),(0,2),(1,4)],[(2,3),(3,1),(2,4),(3,2)],[(0,1),(1,3),(0,2)],[(3,4),(2,1),(3,3)]];22;4;6;53;5375;17;11542;17;3419917
[[(0,4),(2,1),(0,3),(2,4)],[(1,3),(3,4),(1,4),(3,4)],[(0,1),(2,1),(0,1)],[(3,1),(1,1),(3,2),(1,1)],[(3,1),(1,2),(3,2)],[(2,3),(0,4),(2,2),(0,3)]];22;4;6;52;5250;16;17250;16;3625625
[[(2,1),(3,3),(2,2)],[(1,2),(0,4),(1,1),(0,4)],[(3,3),(2,4),(3,1),(2,1)],[(0,2),(1,1),(0,3),(1,4)],[(1,3),(0,4),(1,1)],[(2,1),(3,2),(2,3),(3,3)]];22;4;6;53;13792;17;13000;17;3824083
[[(2,2),(3,3),(2,2),(3,1)],[(3,2),(2,4),(3,4),(2,1)],[(0,1),(1,1),(0,1),(1,2)],[(3,4),(2,3),(3,3)],[(1,3),(0,4),(1,1)],[(1,4),(0,3),(1,4),(0,3)]];22;4;6;56;5333;17;13000;17;3662292
[[(0,3),(3,2),(0,3)],[(0,3),(3,1),(0,1),(3,2)],[(1,1),(2,4),(1,3),(2,2)],[(2,3),(1,1),(2,3)],[(2,2),(1,1),(2,3),(1,4)],[(3,3),(0,4),(3,1),(0,1)]];22;4;6;51;5041;19;12792;17;3519208
[[(0,3),(3,4),(0,3),(3,3)],[(2,4),(1,4),(2,2),(1,1)],[(3,3),(0,3),(3,1)],[(1,1),(2,1),(1,4),(2,3)],[(3,3),(0,4),(3,1),(0,1)],[(1,4),(2,2),(1,4)]];22;4;6;59;5542;18;13000;18;2850792
[[(1,3),(3,2),(1,2),(3,3)],[(0,4),(2,1),(0,1)],[(0,1),(2,1),(0,1),(2,2)],[(3,4),(1,3),(3,4),(1,2)],[(1,1),(3,3),(1,3)],[(2,3),(0,4),(2,1),(0,3)]];22;4;6;52;5416;16;13666;16;5537458
